ICAO;Operador Aéreo;Etapa;Voo;Equip;Assentos;Origem;Aeroporto Origem;Início;Partida Prevista;Chegada Prevista;dt_referencia;nr_voo;nr_etapa;Tipo;Destino;Aeroporto Destino;tx_codeshare
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4480;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:05;30/01/2022 18:35;30/01/2022 00:00:00;4480;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBZM;REGIONAL DA ZONA DA MATA - GOIANÁ - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4483;E295;136;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;30/01/2022;30/01/2022 10:30;30/01/2022 11:40;30/01/2022 00:00:00;4483;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4498;E195;118;SBCH;SERAFIN ENOSS BERTASO - CHAPECÓ - SC - BRASIL;30/01/2022;30/01/2022 06:00;30/01/2022 07:25;30/01/2022 00:00:00;4498;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4508;A21N;214;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;30/01/2022;30/01/2022 08:25;30/01/2022 11:40;30/01/2022 00:00:00;4508;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4518;A21N;214;SBMO;ZUMBI DOS PALMARES - RIO LARGO - AL - BRASIL;30/01/2022;30/01/2022 12:50;30/01/2022 15:50;30/01/2022 00:00:00;4518;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4521;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:25;30/01/2022 18:50;30/01/2022 00:00:00;4521;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBDN;PRESIDENTE PRUDENTE - PRESIDENTE PRUDENTE - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4540;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:50;30/01/2022 09:50;30/01/2022 00:00:00;4540;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;TAP/5329
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4554;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 23:15;31/01/2022 01:45;30/01/2022 00:00:00;4554;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSI;PRESIDENTE JOÃO BATISTA FIGUEIREDO - SINOP - MT - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4558;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:40;30/01/2022 18:45;30/01/2022 00:00:00;4558;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4584;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:40;30/01/2022 19:05;30/01/2022 00:00:00;4584;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBLO;GOVERNADOR JOSÉ RICHA - LONDRINA - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4586;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 07:55;30/01/2022 09:55;30/01/2022 00:00:00;4586;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCA;ADALBERTO MENDES DA SILVA - CASCAVEL - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4587;AT76;70;SBCA;ADALBERTO MENDES DA SILVA - CASCAVEL - PR - BRASIL;30/01/2022;30/01/2022 10:40;30/01/2022 12:35;30/01/2022 00:00:00;4587;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4590;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 09:10;30/01/2022 10:10;30/01/2022 00:00:00;4590;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4591;A20N;174;SBPS;PORTO SEGURO - PORTO SEGURO - BA - BRASIL;30/01/2022;30/01/2022 17:30;30/01/2022 19:35;30/01/2022 00:00:00;4591;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4594;AT76;70;SBJV;LAURO CARNEIRO DE LOYOLA - JOINVILLE - SC - BRASIL;30/01/2022;30/01/2022 19:25;30/01/2022 20:45;30/01/2022 00:00:00;4594;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4638;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:45;30/01/2022 16:40;30/01/2022 00:00:00;4638;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBJU;ORLANDO BEZERRA DE MENEZES - JUAZEIRO DO NORTE - CE - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4639;E295;136;SBJU;ORLANDO BEZERRA DE MENEZES - JUAZEIRO DO NORTE - CE - BRASIL;30/01/2022;30/01/2022 17:30;30/01/2022 20:30;30/01/2022 00:00:00;4639;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4652;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:35;30/01/2022 18:50;30/01/2022 00:00:00;4652;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4669;A21N;214;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;30/01/2022;30/01/2022 13:10;30/01/2022 16:35;30/01/2022 00:00:00;4669;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4670;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:00;30/01/2022 23:30;30/01/2022 00:00:00;4670;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4684;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:40;30/01/2022 14:40;30/01/2022 00:00:00;4684;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2;4685;E195;118;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;30/01/2022;30/01/2022 05:35;30/01/2022 07:05;30/01/2022 00:00:00;4685;2;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4696;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2022;30/01/2022 15:30;30/01/2022 17:05;30/01/2022 00:00:00;4696;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4698;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:15;30/01/2022 09:45;30/01/2022 00:00:00;4698;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4702;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:20;30/01/2022 09:55;30/01/2022 00:00:00;4702;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4708;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:45;31/01/2022 00:25;30/01/2022 00:00:00;4708;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;CMP/7188 início: 11/12/2021 fim: 26/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4711;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:55;30/01/2022 23:55;30/01/2022 00:00:00;4711;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4712;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:50;30/01/2022 12:10;30/01/2022 00:00:00;4712;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;TAP/5056
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4726;E295;136;SBFI;CATARATAS - FOZ DO IGUAÇU - PR - BRASIL;30/01/2022;30/01/2022 11:05;30/01/2022 12:35;30/01/2022 00:00:00;4726;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4745;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:05;30/01/2022 14:40;30/01/2022 00:00:00;4745;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;TAP/5316
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4765;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 09:20;30/01/2022 11:35;30/01/2022 00:00:00;4765;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4789;E295;136;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 21:20;30/01/2022 22:35;30/01/2022 00:00:00;4789;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4794;AT76;70;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;30/01/2022;30/01/2022 19:30;30/01/2022 20:40;30/01/2022 00:00:00;4794;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4805;E195;118;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;30/01/2022;30/01/2022 21:25;30/01/2022 22:30;30/01/2022 00:00:00;4805;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4825;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:35;30/01/2022 18:35;30/01/2022 00:00:00;4825;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4834;AT76;70;SBJV;LAURO CARNEIRO DE LOYOLA - JOINVILLE - SC - BRASIL;30/01/2022;30/01/2022 15:35;30/01/2022 17:00;30/01/2022 00:00:00;4834;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4840;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 08:15;30/01/2022 11:40;30/01/2022 00:00:00;4840;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO - BELÉM - PA - BRASIL;TAP/5315
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4846;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 11:05;30/01/2022 12:50;30/01/2022 00:00:00;4846;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4847;E195;118;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;30/01/2022;30/01/2022 13:55;30/01/2022 15:35;30/01/2022 00:00:00;4847;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4848;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 16:20;30/01/2022 18:05;30/01/2022 00:00:00;4848;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;TAP/5338
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4849;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:20;30/01/2022 14:30;30/01/2022 00:00:00;4849;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4850;A20N;174;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;30/01/2022;30/01/2022 19:20;30/01/2022 21:00;30/01/2022 00:00:00;4850;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4853;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:00;30/01/2022 14:30;30/01/2022 00:00:00;4853;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4864;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:10;30/01/2022 18:45;30/01/2022 00:00:00;4864;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFI;CATARATAS - FOZ DO IGUAÇU - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4865;A20N;174;SBFI;CATARATAS - FOZ DO IGUAÇU - PR - BRASIL;30/01/2022;30/01/2022 19:35;30/01/2022 21:05;30/01/2022 00:00:00;4865;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4876;AT76;70;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;30/01/2022;30/01/2022 11:00;30/01/2022 12:10;30/01/2022 00:00:00;4876;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4883;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:55;30/01/2022 19:00;30/01/2022 00:00:00;4883;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBAE;BAURU/AREALVA (SJTC*) - AREALVA - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4885;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:30;31/01/2022 01:30;30/01/2022 00:00:00;4885;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4888;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:10;30/01/2022 14:20;30/01/2022 00:00:00;4888;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;TAP/5319
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4907;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 09:05;30/01/2022 10:20;30/01/2022 00:00:00;4907;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4910;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:00;30/01/2022 23:05;30/01/2022 00:00:00;4910;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4917;E295;136;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2022;30/01/2022 15:10;30/01/2022 16:25;30/01/2022 00:00:00;4917;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4918;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:50;30/01/2022 19:05;30/01/2022 00:00:00;4918;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4925;A21N;214;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;30/01/2022;30/01/2022 20:40;30/01/2022 22:20;30/01/2022 00:00:00;4925;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4930;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 15:00;30/01/2022 17:00;30/01/2022 00:00:00;4930;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPS;PORTO SEGURO - PORTO SEGURO - BA - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4941;A20N;174;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2022;30/01/2022 19:55;30/01/2022 22:20;30/01/2022 00:00:00;4941;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4951;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 09:05;30/01/2022 10:30;30/01/2022 00:00:00;4951;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBLO;GOVERNADOR JOSÉ RICHA - LONDRINA - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4978;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 21:55;30/01/2022 23:35;30/01/2022 00:00:00;4978;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;CMP/7186 início: 09/12/2021 fim: 25/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4989;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 13:30;30/01/2022 16:45;30/01/2022 00:00:00;4989;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSG;GOVERNADOR ALUIZIO ALVES - SÃO GONÇALO DO AMARANTE - RN - BRASIL;TAP/5330
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4992;E195;118;SBCX;REGIONAL HUGO CANTERGIANI - CAXIAS DO SUL - RS - BRASIL;30/01/2022;30/01/2022 15:50;30/01/2022 17:15;30/01/2022 00:00:00;4992;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4998;AT76;70;SBRP;LEITE LOPES - RIBEIRÃO PRETO - SP - BRASIL;30/01/2022;30/01/2022 10:50;30/01/2022 11:50;30/01/2022 00:00:00;4998;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5041;A20N;174;SBCY;MARECHAL RONDON - VÁRZEA GRANDE - MT - BRASIL;30/01/2022;30/01/2022 12:20;30/01/2022 14:20;30/01/2022 00:00:00;5041;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5046;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2022;30/01/2022 05:45;30/01/2022 07:25;30/01/2022 00:00:00;5046;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;CMP/7017
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5047;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 17:30;30/01/2022 18:55;30/01/2022 00:00:00;5047;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBAU;ESTADUAL DARIO GUARITA - ARAÇATUBA - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5057;AT76;70;SBLO;GOVERNADOR JOSÉ RICHA - LONDRINA - PR - BRASIL;30/01/2022;30/01/2022 11:10;30/01/2022 12:30;30/01/2022 00:00:00;5057;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5064;E295;136;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;30/01/2022;30/01/2022 19:50;30/01/2022 21:20;30/01/2022 00:00:00;5064;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5069;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 22:05;30/01/2022 23:40;30/01/2022 00:00:00;5069;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBDN;PRESIDENTE PRUDENTE - PRESIDENTE PRUDENTE - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5093;E195;118;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;30/01/2022;30/01/2022 10:30;30/01/2022 12:15;30/01/2022 00:00:00;5093;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;5098;E195;118;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;30/01/2022;30/01/2022 12:15;30/01/2022 13:55;30/01/2022 00:00:00;5098;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;1;5802;B734;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/01/2022;30/01/2022 19:15;30/01/2022 23:05;30/01/2022 00:00:00;5802;1;REGULAR DE CARGA DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
CLX;CARGOLUX AIRLINES INTERNATIONAL S/A;2;7647;B744;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2022;31/01/2022 02:40;31/01/2022 04:00;30/01/2022 00:00:00;7647;2;REGULAR DE CARGA INTERNACIONAL;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
MPH;MARTINAIR HOLLAND N.V.;1;7762;B744;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;30/01/2022;30/01/2022 05:30;30/01/2022 10:00;30/01/2022 00:00:00;7762;1;REGULAR DE CARGA INTERNACIONAL;SPJC;JORGE CHÁVEZ INTERNATIONAL AIRPORT - CALLAO/LIMA, LIMA METROPOLITAN AREA - PERU;
